------------------------------------------------------------
Client connecting to 10.0.4.2, TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[189] local 10.5.5.2 port 39068 connected with 10.0.4.2 port 5001
[ ID] Interval       Transfer     Bandwidth
[189] 64.0-65.0 sec  0.00 Bytes  0.00 bits/sec
[189] 65.0-66.0 sec   128 KBytes  1.05 Mbits/sec
[189] 66.0-67.0 sec  0.00 Bytes  0.00 bits/sec
[189] 67.0-68.0 sec  0.00 Bytes  0.00 bits/sec
[189] 68.0-69.0 sec  0.00 Bytes  0.00 bits/sec
[189] 69.0-70.0 sec  0.00 Bytes  0.00 bits/sec
[189] 70.0-71.0 sec   128 KBytes  1.05 Mbits/sec
[189] 71.0-72.0 sec  0.00 Bytes  0.00 bits/sec
[189] 72.0-73.0 sec  0.00 Bytes  0.00 bits/sec
[189] 73.0-74.0 sec  0.00 Bytes  0.00 bits/sec
[189] 74.0-75.0 sec  0.00 Bytes  0.00 bits/sec
[189] 75.0-76.0 sec   128 KBytes  1.05 Mbits/sec
[189] 76.0-77.0 sec  0.00 Bytes  0.00 bits/sec
[189] 77.0-78.0 sec   128 KBytes  1.05 Mbits/sec
[189] 78.0-79.0 sec  0.00 Bytes  0.00 bits/sec
[189] 79.0-80.0 sec  0.00 Bytes  0.00 bits/sec
[189] 80.0-81.0 sec  0.00 Bytes  0.00 bits/sec
[189] 81.0-82.0 sec  0.00 Bytes  0.00 bits/sec
[189] 82.0-83.0 sec   128 KBytes  1.05 Mbits/sec
[189] 83.0-84.0 sec  0.00 Bytes  0.00 bits/sec
[189] 84.0-85.0 sec  0.00 Bytes  0.00 bits/sec
[189] 85.0-86.0 sec  0.00 Bytes  0.00 bits/sec
[189] 86.0-87.0 sec   128 KBytes  1.05 Mbits/sec
[189] 87.0-88.0 sec  0.00 Bytes  0.00 bits/sec
[189] 88.0-89.0 sec  0.00 Bytes  0.00 bits/sec
[189] 89.0-90.0 sec  0.00 Bytes  0.00 bits/sec
[189] 90.0-91.0 sec   128 KBytes  1.05 Mbits/sec
[189] 91.0-92.0 sec  0.00 Bytes  0.00 bits/sec
[189] 92.0-93.0 sec   128 KBytes  1.05 Mbits/sec
[189] 93.0-94.0 sec  0.00 Bytes  0.00 bits/sec
[189] 94.0-95.0 sec  0.00 Bytes  0.00 bits/sec
[189] 95.0-96.0 sec  0.00 Bytes  0.00 bits/sec
[189] 96.0-97.0 sec  0.00 Bytes  0.00 bits/sec
[189] 97.0-98.0 sec   128 KBytes  1.05 Mbits/sec
[189] 98.0-99.0 sec  0.00 Bytes  0.00 bits/sec
[189] 99.0-100.0 sec  0.00 Bytes  0.00 bits/sec
[189] 100.0-101.0 sec  0.00 Bytes  0.00 bits/sec
[189] 101.0-102.0 sec  0.00 Bytes  0.00 bits/sec
[189] 102.0-103.0 sec   128 KBytes  1.05 Mbits/sec
[189] 103.0-104.0 sec  0.00 Bytes  0.00 bits/sec
[189] 104.0-105.0 sec   128 KBytes  1.05 Mbits/sec
[189] 105.0-106.0 sec  0.00 Bytes  0.00 bits/sec
[189] 106.0-107.0 sec  0.00 Bytes  0.00 bits/sec
[189] 107.0-108.0 sec  0.00 Bytes  0.00 bits/sec
[189] 108.0-109.0 sec   128 KBytes  1.05 Mbits/sec
[189] 109.0-110.0 sec  0.00 Bytes  0.00 bits/sec
[189] 110.0-111.0 sec  0.00 Bytes  0.00 bits/sec
[189] 111.0-112.0 sec  0.00 Bytes  0.00 bits/sec
[189] 112.0-113.0 sec  0.00 Bytes  0.00 bits/sec
[189] 113.0-114.0 sec   128 KBytes  1.05 Mbits/sec
[189] 114.0-115.0 sec  0.00 Bytes  0.00 bits/sec
[189] 115.0-116.0 sec   128 KBytes  1.05 Mbits/sec
[189] 116.0-117.0 sec  0.00 Bytes  0.00 bits/sec
[189] 117.0-118.0 sec  0.00 Bytes  0.00 bits/sec
[189] 118.0-119.0 sec  0.00 Bytes  0.00 bits/sec
[189] 119.0-120.0 sec  0.00 Bytes  0.00 bits/sec
[189] 120.0-121.0 sec  0.00 Bytes  0.00 bits/sec
[189] 121.0-122.0 sec   128 KBytes  1.05 Mbits/sec
[189] 122.0-123.0 sec  0.00 Bytes  0.00 bits/sec
[189] 123.0-124.0 sec  0.00 Bytes  0.00 bits/sec
[189] 124.0-125.0 sec  0.00 Bytes  0.00 bits/sec
[189] 125.0-126.0 sec  0.00 Bytes  0.00 bits/sec
[189] 126.0-127.0 sec   128 KBytes  1.05 Mbits/sec
[189] 127.0-128.0 sec  0.00 Bytes  0.00 bits/sec
[189] 128.0-129.0 sec  0.00 Bytes  0.00 bits/sec
[189] 129.0-130.0 sec  0.00 Bytes  0.00 bits/sec
[189] 130.0-131.0 sec   128 KBytes  1.05 Mbits/sec
[189] 131.0-132.0 sec  0.00 Bytes  0.00 bits/sec
[189] 132.0-133.0 sec  0.00 Bytes  0.00 bits/sec
[189] 133.0-134.0 sec   128 KBytes  1.05 Mbits/sec
[189] 134.0-135.0 sec  0.00 Bytes  0.00 bits/sec
[189] 135.0-136.0 sec  0.00 Bytes  0.00 bits/sec
[189] 136.0-137.0 sec  0.00 Bytes  0.00 bits/sec
[189] 137.0-138.0 sec  0.00 Bytes  0.00 bits/sec
[189] 138.0-139.0 sec   128 KBytes  1.05 Mbits/sec
[189] 139.0-140.0 sec  0.00 Bytes  0.00 bits/sec
[189] 140.0-141.0 sec  0.00 Bytes  0.00 bits/sec
[189] 141.0-142.0 sec  0.00 Bytes  0.00 bits/sec
[189] 142.0-143.0 sec  0.00 Bytes  0.00 bits/sec
[189] 143.0-144.0 sec   128 KBytes  1.05 Mbits/sec
[189] 144.0-145.0 sec  0.00 Bytes  0.00 bits/sec
[189] 145.0-146.0 sec   128 KBytes  1.05 Mbits/sec
[189] 146.0-147.0 sec  0.00 Bytes  0.00 bits/sec
[189] 147.0-148.0 sec  0.00 Bytes  0.00 bits/sec
[189] 148.0-149.0 sec  0.00 Bytes  0.00 bits/sec
[189] 149.0-150.0 sec  0.00 Bytes  0.00 bits/sec
[189] 150.0-151.0 sec  0.00 Bytes  0.00 bits/sec
[189] 151.0-152.0 sec   128 KBytes  1.05 Mbits/sec
[189] 152.0-153.0 sec  0.00 Bytes  0.00 bits/sec
[189] 153.0-154.0 sec  0.00 Bytes  0.00 bits/sec
[189] 154.0-155.0 sec  0.00 Bytes  0.00 bits/sec
[189] 155.0-156.0 sec   128 KBytes  1.05 Mbits/sec
[189] 156.0-157.0 sec  0.00 Bytes  0.00 bits/sec
[189] 157.0-158.0 sec   128 KBytes  1.05 Mbits/sec
[189] 158.0-159.0 sec   128 KBytes  1.05 Mbits/sec
[189] 159.0-160.0 sec  0.00 Bytes  0.00 bits/sec
[189] 160.0-161.0 sec  0.00 Bytes  0.00 bits/sec
[189] 161.0-162.0 sec   128 KBytes  1.05 Mbits/sec
[189] 162.0-163.0 sec  0.00 Bytes  0.00 bits/sec
[189] 163.0-164.0 sec   128 KBytes  1.05 Mbits/sec
[189] 164.0-165.0 sec  0.00 Bytes  0.00 bits/sec
[189] 165.0-166.0 sec   128 KBytes  1.05 Mbits/sec
[189] 166.0-167.0 sec  0.00 Bytes  0.00 bits/sec
[189] 167.0-168.0 sec  0.00 Bytes  0.00 bits/sec
[189] 168.0-169.0 sec   128 KBytes  1.05 Mbits/sec
[189] 169.0-170.0 sec  0.00 Bytes  0.00 bits/sec
[189] 170.0-171.0 sec  0.00 Bytes  0.00 bits/sec
[189] 171.0-172.0 sec  0.00 Bytes  0.00 bits/sec
[189] 172.0-173.0 sec  0.00 Bytes  0.00 bits/sec
[189] 173.0-174.0 sec  0.00 Bytes  0.00 bits/sec
[189] 174.0-175.0 sec   128 KBytes  1.05 Mbits/sec
[189] 175.0-176.0 sec  0.00 Bytes  0.00 bits/sec
[189] 176.0-177.0 sec  0.00 Bytes  0.00 bits/sec
[189] 177.0-178.0 sec  0.00 Bytes  0.00 bits/sec
[189] 178.0-179.0 sec  0.00 Bytes  0.00 bits/sec
[189] 179.0-180.0 sec  0.00 Bytes  0.00 bits/sec
[189] 180.0-181.0 sec   128 KBytes  1.05 Mbits/sec
[189] 181.0-182.0 sec  0.00 Bytes  0.00 bits/sec
[189] 182.0-183.0 sec   128 KBytes  1.05 Mbits/sec
[189] 183.0-184.0 sec  0.00 Bytes  0.00 bits/sec
[189] 184.0-185.0 sec  0.00 Bytes  0.00 bits/sec
[189] 185.0-186.0 sec  0.00 Bytes  0.00 bits/sec
[189] 186.0-187.0 sec   128 KBytes  1.05 Mbits/sec
[189] 187.0-188.0 sec  0.00 Bytes  0.00 bits/sec
[189] 188.0-189.0 sec  0.00 Bytes  0.00 bits/sec
[189] 189.0-190.0 sec  0.00 Bytes  0.00 bits/sec
[189] 190.0-191.0 sec   128 KBytes  1.05 Mbits/sec
[189] 191.0-192.0 sec  0.00 Bytes  0.00 bits/sec
[189] 192.0-193.0 sec  0.00 Bytes  0.00 bits/sec
[189] 193.0-194.0 sec   128 KBytes  1.05 Mbits/sec
[189] 194.0-195.0 sec  0.00 Bytes  0.00 bits/sec
[189] 195.0-196.0 sec  0.00 Bytes  0.00 bits/sec
[189] 196.0-197.0 sec  0.00 Bytes  0.00 bits/sec
[189] 197.0-198.0 sec   128 KBytes  1.05 Mbits/sec
[189] 198.0-199.0 sec  0.00 Bytes  0.00 bits/sec
[189] 199.0-200.0 sec  0.00 Bytes  0.00 bits/sec
[189] 200.0-201.0 sec  0.00 Bytes  0.00 bits/sec
[189] 201.0-202.0 sec  0.00 Bytes  0.00 bits/sec
[189] 202.0-203.0 sec   128 KBytes  1.05 Mbits/sec
[189] 203.0-204.0 sec  0.00 Bytes  0.00 bits/sec
[189] 204.0-205.0 sec  0.00 Bytes  0.00 bits/sec
[189] 205.0-206.0 sec  0.00 Bytes  0.00 bits/sec
[189] 206.0-207.0 sec   128 KBytes  1.05 Mbits/sec
[189] 207.0-208.0 sec  0.00 Bytes  0.00 bits/sec
[189] 208.0-209.0 sec   128 KBytes  1.05 Mbits/sec
[189] 209.0-210.0 sec  0.00 Bytes  0.00 bits/sec
[189] 210.0-211.0 sec  0.00 Bytes  0.00 bits/sec
[189] 211.0-212.0 sec  0.00 Bytes  0.00 bits/sec
[189] 212.0-213.0 sec  0.00 Bytes  0.00 bits/sec
[189] 213.0-214.0 sec   128 KBytes  1.05 Mbits/sec
[189] 214.0-215.0 sec  0.00 Bytes  0.00 bits/sec
[189] 215.0-216.0 sec  0.00 Bytes  0.00 bits/sec
[189] 216.0-217.0 sec  0.00 Bytes  0.00 bits/sec
[189] 217.0-218.0 sec  0.00 Bytes  0.00 bits/sec
[189] 218.0-219.0 sec  0.00 Bytes  0.00 bits/sec
[189] 219.0-220.0 sec   128 KBytes  1.05 Mbits/sec
[189] 220.0-221.0 sec  0.00 Bytes  0.00 bits/sec
[189] 221.0-222.0 sec   128 KBytes  1.05 Mbits/sec
[189] 222.0-223.0 sec  0.00 Bytes  0.00 bits/sec
[189] 223.0-224.0 sec  0.00 Bytes  0.00 bits/sec
[189] 224.0-225.0 sec  0.00 Bytes  0.00 bits/sec
[189] 225.0-226.0 sec  0.00 Bytes  0.00 bits/sec
[189] 226.0-227.0 sec   128 KBytes  1.05 Mbits/sec
[189] 227.0-228.0 sec  0.00 Bytes  0.00 bits/sec
[189] 228.0-229.0 sec  0.00 Bytes  0.00 bits/sec
[189] 229.0-230.0 sec  0.00 Bytes  0.00 bits/sec
[189] 230.0-231.0 sec   128 KBytes  1.05 Mbits/sec
[189] 231.0-232.0 sec  0.00 Bytes  0.00 bits/sec
[189] 232.0-233.0 sec  0.00 Bytes  0.00 bits/sec
[189] 233.0-234.0 sec   128 KBytes  1.05 Mbits/sec
[189] 234.0-235.0 sec  0.00 Bytes  0.00 bits/sec
[189] 235.0-236.0 sec  0.00 Bytes  0.00 bits/sec
[189] 236.0-237.0 sec  0.00 Bytes  0.00 bits/sec
[189] 237.0-238.0 sec  0.00 Bytes  0.00 bits/sec
[189] 238.0-239.0 sec  0.00 Bytes  0.00 bits/sec
[189] 239.0-240.0 sec   128 KBytes  1.05 Mbits/sec
[189] 240.0-241.0 sec  0.00 Bytes  0.00 bits/sec
[189] 241.0-242.0 sec  0.00 Bytes  0.00 bits/sec
[189] 242.0-243.0 sec  0.00 Bytes  0.00 bits/sec
[189] 243.0-244.0 sec  0.00 Bytes  0.00 bits/sec
[189] 244.0-245.0 sec   128 KBytes  1.05 Mbits/sec
[189] 245.0-246.0 sec  0.00 Bytes  0.00 bits/sec
[189] 246.0-247.0 sec  0.00 Bytes  0.00 bits/sec
[189] 247.0-248.0 sec  0.00 Bytes  0.00 bits/sec
[189] 248.0-249.0 sec   128 KBytes  1.05 Mbits/sec
[189] 249.0-250.0 sec  0.00 Bytes  0.00 bits/sec
[189] 250.0-251.0 sec  0.00 Bytes  0.00 bits/sec
[189] 251.0-252.0 sec   128 KBytes  1.05 Mbits/sec
[189] 252.0-253.0 sec  0.00 Bytes  0.00 bits/sec
[189] 253.0-254.0 sec  0.00 Bytes  0.00 bits/sec
[189] 254.0-255.0 sec  0.00 Bytes  0.00 bits/sec
[189] 255.0-256.0 sec  0.00 Bytes  0.00 bits/sec
[189] 256.0-257.0 sec   128 KBytes  1.05 Mbits/sec
[189] 257.0-258.0 sec  0.00 Bytes  0.00 bits/sec
[189] 258.0-259.0 sec  0.00 Bytes  0.00 bits/sec
[189] 259.0-260.0 sec  0.00 Bytes  0.00 bits/sec
[189] 260.0-261.0 sec  0.00 Bytes  0.00 bits/sec
[189] 261.0-262.0 sec  0.00 Bytes  0.00 bits/sec
[189] 262.0-263.0 sec   128 KBytes  1.05 Mbits/sec
[189] 263.0-264.0 sec  0.00 Bytes  0.00 bits/sec
[189] 264.0-265.0 sec   128 KBytes  1.05 Mbits/sec
[189] 265.0-266.0 sec  0.00 Bytes  0.00 bits/sec
[189] 266.0-267.0 sec  0.00 Bytes  0.00 bits/sec
[189] 267.0-268.0 sec  0.00 Bytes  0.00 bits/sec
[189] 268.0-269.0 sec  0.00 Bytes  0.00 bits/sec
[189] 269.0-270.0 sec   128 KBytes  1.05 Mbits/sec
[189] 270.0-271.0 sec  0.00 Bytes  0.00 bits/sec
[189] 271.0-272.0 sec  0.00 Bytes  0.00 bits/sec
[189] 272.0-273.0 sec  0.00 Bytes  0.00 bits/sec
[189] 273.0-274.0 sec  0.00 Bytes  0.00 bits/sec
[189] 274.0-275.0 sec   128 KBytes  1.05 Mbits/sec
[189] 275.0-276.0 sec  0.00 Bytes  0.00 bits/sec
[189] 276.0-277.0 sec  0.00 Bytes  0.00 bits/sec
[189] 277.0-278.0 sec  0.00 Bytes  0.00 bits/sec
[189] 278.0-279.0 sec   128 KBytes  1.05 Mbits/sec
[189] 279.0-280.0 sec  0.00 Bytes  0.00 bits/sec
[189] 280.0-281.0 sec   128 KBytes  1.05 Mbits/sec
[189] 281.0-282.0 sec  0.00 Bytes  0.00 bits/sec
[189] 282.0-283.0 sec  0.00 Bytes  0.00 bits/sec
[189] 283.0-284.0 sec  0.00 Bytes  0.00 bits/sec
[189] 284.0-285.0 sec  0.00 Bytes  0.00 bits/sec
[189] 285.0-286.0 sec   128 KBytes  1.05 Mbits/sec
[189] 286.0-287.0 sec  0.00 Bytes  0.00 bits/sec
[189] 287.0-288.0 sec  0.00 Bytes  0.00 bits/sec
[189] 288.0-289.0 sec  0.00 Bytes  0.00 bits/sec
[189] 289.0-290.0 sec  0.00 Bytes  0.00 bits/sec
[189] 290.0-291.0 sec   128 KBytes  1.05 Mbits/sec
[189] 291.0-292.0 sec  0.00 Bytes  0.00 bits/sec
[189] 292.0-293.0 sec  0.00 Bytes  0.00 bits/sec
[189] 293.0-294.0 sec   128 KBytes  1.05 Mbits/sec
[189] 294.0-295.0 sec  0.00 Bytes  0.00 bits/sec
[189] 295.0-296.0 sec  0.00 Bytes  0.00 bits/sec
[189] 296.0-297.0 sec  0.00 Bytes  0.00 bits/sec
[189] 297.0-298.0 sec  0.00 Bytes  0.00 bits/sec
[189] 298.0-299.0 sec   128 KBytes  1.05 Mbits/sec
[189] 299.0-300.0 sec  0.00 Bytes  0.00 bits/sec
[189] 300.0-301.0 sec  0.00 Bytes  0.00 bits/sec
[189] 301.0-302.0 sec  0.00 Bytes  0.00 bits/sec
[189] 302.0-303.0 sec   128 KBytes  1.05 Mbits/sec
[189] 303.0-304.0 sec  0.00 Bytes  0.00 bits/sec
[189] 304.0-305.0 sec  0.00 Bytes  0.00 bits/sec
[189] 305.0-306.0 sec  0.00 Bytes  0.00 bits/sec
[189] 306.0-307.0 sec  0.00 Bytes  0.00 bits/sec
[189] 307.0-308.0 sec   128 KBytes  1.05 Mbits/sec
[189] 308.0-309.0 sec  0.00 Bytes  0.00 bits/sec
[189] 309.0-310.0 sec   128 KBytes  1.05 Mbits/sec
[189] 310.0-311.0 sec  0.00 Bytes  0.00 bits/sec
[189] 311.0-312.0 sec  0.00 Bytes  0.00 bits/sec
[189] 312.0-313.0 sec  0.00 Bytes  0.00 bits/sec
[189] 313.0-314.0 sec   128 KBytes  1.05 Mbits/sec
[189] 314.0-315.0 sec  0.00 Bytes  0.00 bits/sec
[189] 315.0-316.0 sec  0.00 Bytes  0.00 bits/sec
[189] 316.0-317.0 sec  0.00 Bytes  0.00 bits/sec
[189] 317.0-318.0 sec  0.00 Bytes  0.00 bits/sec
[189] 318.0-319.0 sec   128 KBytes  1.05 Mbits/sec
[189] 319.0-320.0 sec  0.00 Bytes  0.00 bits/sec
[189] 320.0-321.0 sec   128 KBytes  1.05 Mbits/sec
[189] 321.0-322.0 sec  0.00 Bytes  0.00 bits/sec
[189] 322.0-323.0 sec  0.00 Bytes  0.00 bits/sec
[189] 323.0-324.0 sec  0.00 Bytes  0.00 bits/sec
[189] 324.0-325.0 sec  0.00 Bytes  0.00 bits/sec
[189] 325.0-326.0 sec  0.00 Bytes  0.00 bits/sec
[189] 326.0-327.0 sec   128 KBytes  1.05 Mbits/sec
[189] 327.0-328.0 sec  0.00 Bytes  0.00 bits/sec
[189] 328.0-329.0 sec  0.00 Bytes  0.00 bits/sec
[189] 329.0-330.0 sec  0.00 Bytes  0.00 bits/sec
[189] 330.0-331.0 sec  0.00 Bytes  0.00 bits/sec
[189] 331.0-332.0 sec   128 KBytes  1.05 Mbits/sec
[189] 332.0-333.0 sec  0.00 Bytes  0.00 bits/sec
[189] 333.0-334.0 sec   128 KBytes  1.05 Mbits/sec
[189] 334.0-335.0 sec  0.00 Bytes  0.00 bits/sec
[189] 335.0-336.0 sec  0.00 Bytes  0.00 bits/sec
[189] 336.0-337.0 sec  0.00 Bytes  0.00 bits/sec
[189] 337.0-338.0 sec   128 KBytes  1.05 Mbits/sec
[189] 338.0-339.0 sec  0.00 Bytes  0.00 bits/sec
[189] 339.0-340.0 sec  0.00 Bytes  0.00 bits/sec
[189] 340.0-341.0 sec  0.00 Bytes  0.00 bits/sec
[189] 341.0-342.0 sec   128 KBytes  1.05 Mbits/sec
[189] 342.0-343.0 sec  0.00 Bytes  0.00 bits/sec
[189] 343.0-344.0 sec  0.00 Bytes  0.00 bits/sec
[189] 344.0-345.0 sec  0.00 Bytes  0.00 bits/sec
[189] 345.0-346.0 sec  0.00 Bytes  0.00 bits/sec
[189] 346.0-347.0 sec  0.00 Bytes  0.00 bits/sec
[189] 347.0-348.0 sec  0.00 Bytes  0.00 bits/sec
[189] 348.0-349.0 sec  0.00 Bytes  0.00 bits/sec
[189] 349.0-350.0 sec   128 KBytes  1.05 Mbits/sec
[189] 350.0-351.0 sec  0.00 Bytes  0.00 bits/sec
[189] 351.0-352.0 sec   128 KBytes  1.05 Mbits/sec
[189] 352.0-353.0 sec  0.00 Bytes  0.00 bits/sec
[189] 353.0-354.0 sec  0.00 Bytes  0.00 bits/sec
[189] 354.0-355.0 sec  0.00 Bytes  0.00 bits/sec
[189] 355.0-356.0 sec   128 KBytes  1.05 Mbits/sec
[189] 356.0-357.0 sec  0.00 Bytes  0.00 bits/sec
[189] 357.0-358.0 sec  0.00 Bytes  0.00 bits/sec
[189] 358.0-359.0 sec  0.00 Bytes  0.00 bits/sec
[189] 359.0-360.0 sec  0.00 Bytes  0.00 bits/sec
[189] 360.0-361.0 sec   128 KBytes  1.05 Mbits/sec
[189] 361.0-362.0 sec  0.00 Bytes  0.00 bits/sec
[189] 362.0-363.0 sec  0.00 Bytes  0.00 bits/sec
[189] 363.0-364.0 sec  0.00 Bytes  0.00 bits/sec
[189] 364.0-365.0 sec  0.00 Bytes  0.00 bits/sec
[189] 365.0-366.0 sec   128 KBytes  1.05 Mbits/sec
[189] 366.0-367.0 sec  0.00 Bytes  0.00 bits/sec
[189] 367.0-368.0 sec  0.00 Bytes  0.00 bits/sec
[189] 368.0-369.0 sec   128 KBytes  1.05 Mbits/sec
[189] 369.0-370.0 sec  0.00 Bytes  0.00 bits/sec
[189] 370.0-371.0 sec  0.00 Bytes  0.00 bits/sec
[189] 371.0-372.0 sec  0.00 Bytes  0.00 bits/sec
[189] 372.0-373.0 sec  0.00 Bytes  0.00 bits/sec
[189] 373.0-374.0 sec   128 KBytes  1.05 Mbits/sec
[189] 374.0-375.0 sec  0.00 Bytes  0.00 bits/sec
[189] 375.0-376.0 sec  0.00 Bytes  0.00 bits/sec
[189] 376.0-377.0 sec  0.00 Bytes  0.00 bits/sec
[189] 377.0-378.0 sec   128 KBytes  1.05 Mbits/sec
[189] 378.0-379.0 sec  0.00 Bytes  0.00 bits/sec
[189] 379.0-380.0 sec  0.00 Bytes  0.00 bits/sec
[189] 380.0-381.0 sec   128 KBytes  1.05 Mbits/sec
[189] 381.0-382.0 sec  0.00 Bytes  0.00 bits/sec
[189] 382.0-383.0 sec  0.00 Bytes  0.00 bits/sec
[189] 383.0-384.0 sec  0.00 Bytes  0.00 bits/sec
[189] 384.0-385.0 sec  0.00 Bytes  0.00 bits/sec
[189] 385.0-386.0 sec   128 KBytes  1.05 Mbits/sec
[189] 386.0-387.0 sec  0.00 Bytes  0.00 bits/sec
[189] 387.0-388.0 sec  0.00 Bytes  0.00 bits/sec
[189] 388.0-389.0 sec   128 KBytes  1.05 Mbits/sec
[189] 389.0-390.0 sec  0.00 Bytes  0.00 bits/sec
[189] 390.0-391.0 sec  0.00 Bytes  0.00 bits/sec
[189] 391.0-392.0 sec  0.00 Bytes  0.00 bits/sec
[189] 392.0-393.0 sec  0.00 Bytes  0.00 bits/sec
[189] 393.0-394.0 sec   128 KBytes  1.05 Mbits/sec
[189] 394.0-395.0 sec  0.00 Bytes  0.00 bits/sec
[189] 395.0-396.0 sec  0.00 Bytes  0.00 bits/sec
[189] 396.0-397.0 sec   128 KBytes  1.05 Mbits/sec
[189] 397.0-398.0 sec  0.00 Bytes  0.00 bits/sec
[189] 398.0-399.0 sec  0.00 Bytes  0.00 bits/sec
[189] 399.0-400.0 sec  0.00 Bytes  0.00 bits/sec
[189] 400.0-401.0 sec  0.00 Bytes  0.00 bits/sec
[189] 401.0-402.0 sec   128 KBytes  1.05 Mbits/sec
[189] 402.0-403.0 sec  0.00 Bytes  0.00 bits/sec
[189] 403.0-404.0 sec  0.00 Bytes  0.00 bits/sec
